UserID,UserFirstTransaction,Gender,Location,Age,isChurn,TotalPrice,TotalSales,TotalDiscount,UserLastTransaction,UserActiveDays,TotalWeb,TotalMobile,TotalCashPayment,TotalMobilPayment,TotalOnlinePayment,UserLastTransactionDays,Computers & Laptops,Electronic Accessories,Female Fashion,Female Shoes,Hobbies,Indoor Sports,Kitchen Electronics,Male Fashion,Male Shoes,Outdoor Sports,Smart Phones,Smart Watches,Sound Systems,Sport Shoes,TVs and TV Sets
500240769,2003-03-11 00:00:00.000,FEMALE,ISTANBUL,49,0,50.97,1,0,2017-03-28 20:31:29.330,5131,1,0,0,1,0,2219,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500240813,2015-07-24 00:00:00.000,FEMALE,IZMIR,27,0,1664.9699999999998,31,0,2017-06-30 20:30:20.170,707,31,0,31,0,0,2125,0,0,4,15,0,0,0,1,0,0,1,0,0,2,8
500240934,2014-01-23 00:00:00.000,FEMALE,KAYSERI,49,1,1062.0,19,0,2017-04-08 15:50:04.600,1171,18,1,18,0,1,2208,0,5,3,2,0,0,0,0,0,0,5,0,0,2,2
500241154,2017-05-20 19:41:46.290,MALE,ADANA,48,1,84.0,2,0,2017-06-03 20:15:10.490,14,2,0,2,0,0,2152,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
500241176,2011-07-14 00:00:00.000,FEMALE,IZMIR,22,0,1065.51,18,1,2017-06-30 22:00:13.080,2178,0,18,10,6,2,2125,0,0,6,0,0,0,0,1,0,0,4,0,1,0,6
500241495,2017-01-29 00:00:00.000,FEMALE,ANTALYA,36,0,2790.8099999999995,37,0,2017-06-30 17:34:34.220,152,0,37,13,24,0,2125,0,1,13,1,0,0,3,0,0,0,1,0,0,4,14
500241517,2017-05-04 11:45:36.580,MALE,KAYSERI,27,0,54.0,1,0,2017-05-04 11:45:36.580,0,0,1,0,0,1,2182,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500241550,2017-04-25 15:24:18.030,FEMALE,KAYSERI,19,0,36.0,1,0,2017-04-25 15:24:18.030,0,1,0,1,0,0,2191,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
500241825,2017-06-27 16:45:07.850,FEMALE,ANKARA,46,1,124.35,1,0,2017-06-27 16:45:07.850,0,0,1,1,0,0,2128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
500241869,2015-08-16 00:00:00.000,FEMALE,ISTANBUL,44,0,133.5,3,0,2017-06-05 20:48:19.540,659,0,3,3,0,0,2150,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
500242221,2011-06-24 00:00:00.000,FEMALE,ESKISEHIR,43,0,1411.5900000000001,16,0,2017-05-27 21:21:26.030,2164,0,16,16,0,0,2159,0,0,5,0,0,0,0,0,4,0,1,0,0,1,5
500242716,2017-04-23 01:29:50.110,MALE,BURSA,32,1,166.5,4,0,2017-05-18 11:50:09.000,25,0,4,4,0,0,2168,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0
500242760,2017-06-25 18:17:52.250,FEMALE,ADANA,26,1,114.0,1,0,2017-06-25 18:17:52.250,0,1,0,0,1,0,2130,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
500242793,2014-09-19 00:00:00.000,MALE,ANKARA,24,1,125.7,2,0,2017-04-11 13:30:17.670,935,2,0,1,0,1,2205,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
500242936,2016-12-14 00:00:00.000,MALE,TRABZON,29,1,72.0,1,0,2017-02-24 14:44:15.140,72,0,1,0,0,1,2251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
500242980,2017-03-18 16:29:29.760,MALE,IZMIR,45,1,114.0,1,0,2017-03-18 16:29:29.760,0,0,1,0,1,0,2229,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
500243563,2016-09-22 00:00:00.000,FEMALE,BURSA,26,1,30.0,1,0,2017-05-24 17:09:46.370,244,1,0,0,0,1,2162,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
500243959,2016-01-17 00:00:00.000,FEMALE,KAYSERI,45,0,324.0,4,0,2017-06-13 20:24:17.840,513,0,4,0,0,4,2142,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0
500244168,2009-10-01 00:00:00.000,FEMALE,KAYSERI,37,0,1409.2500000000002,19,0,2017-06-29 13:05:22.080,2828,0,19,4,15,0,2126,0,2,2,0,0,0,0,0,0,0,3,0,1,9,2
500244751,2016-07-07 00:00:00.000,FEMALE,ANKARA,35,0,313.8,4,0,2017-06-19 17:25:58.150,347,0,4,0,4,0,2136,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1
500245048,2017-01-26 00:00:00.000,FEMALE,ANKARA,45,1,167.85,1,0,2017-01-26 19:14:00.740,0,0,1,0,0,1,2280,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
500245928,2016-06-09 00:00:00.000,FEMALE,TRABZON,25,1,259.44,3,0,2017-04-16 14:21:33.250,311,0,3,2,1,0,2200,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0
500246104,2017-06-21 18:51:58.780,MALE,ANKARA,46,0,56.25,1,0,2017-06-21 18:51:58.780,0,1,0,1,0,0,2134,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500246522,2013-09-17 00:00:00.000,FEMALE,IZMIR,48,0,944.4000000000001,14,0,2017-06-27 11:09:49.760,1379,10,4,8,6,0,2128,0,0,3,2,0,0,1,0,0,0,0,0,0,8,0
500246885,2016-08-22 00:00:00.000,FEMALE,ANKARA,31,0,2261.04,28,2,2017-06-26 17:11:41.500,308,0,28,22,6,0,2129,0,2,1,0,0,0,4,0,2,0,3,0,0,16,0
500247303,2013-06-17 00:00:00.000,FEMALE,TRABZON,31,0,52.5,2,0,2017-06-30 16:16:04.780,1474,2,0,2,0,0,2125,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
500248271,2015-09-02 00:00:00.000,FEMALE,ADANA,49,0,129.75,2,0,2017-05-05 20:22:41.770,611,0,2,1,0,1,2181,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
500248381,2016-07-02 00:00:00.000,FEMALE,ANTALYA,42,0,806.7,17,0,2017-06-28 13:45:38.700,361,0,17,8,9,0,2127,0,0,7,0,2,0,0,3,0,0,1,0,0,2,2
500248414,2017-01-01 00:00:00.000,FEMALE,ISTANBUL,40,1,643.65,10,0,2017-04-08 23:53:05.410,97,0,10,1,2,7,2207,0,1,1,0,0,0,0,0,0,0,1,0,0,7,0
500248447,2017-04-19 14:57:36.370,FEMALE,ISTANBUL,49,0,895.3500000000001,14,0,2017-06-30 11:49:28.810,71,0,14,12,2,0,2125,0,0,4,0,0,0,0,0,0,0,0,0,0,7,3
500248480,2016-11-16 00:00:00.000,FEMALE,KAYSERI,38,0,51.0,1,0,2017-05-24 15:41:12.460,189,0,1,1,0,0,2162,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
500248766,2017-06-15 16:15:56.600,MALE,BURSA,32,0,58.5,2,0,2017-06-16 13:26:28.450,0,0,2,2,0,0,2139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
500248931,2016-08-02 00:00:00.000,FEMALE,KAYSERI,34,0,398.85,7,7,2017-06-18 23:38:08.530,320,0,7,2,0,5,2136,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5
500249129,2017-06-08 20:58:48.360,FEMALE,IZMIR,23,0,72.0,2,0,2017-06-10 20:52:16.830,1,0,2,0,2,0,2145,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
500249239,2016-12-29 00:00:00.000,MALE,BURSA,22,0,2928.15,95,1,2017-06-25 05:42:38.340,178,0,95,14,12,69,2130,23,15,23,12,0,0,0,0,0,0,1,0,0,16,5
500249316,2017-05-13 20:51:03.910,MALE,ADANA,50,1,61.95,1,0,2017-05-13 20:51:03.910,0,0,1,0,0,1,2173,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
500249415,2011-11-07 00:00:00.000,FEMALE,ANKARA,34,1,123.0,2,0,2017-02-16 12:49:18.940,1928,2,0,0,2,0,2259,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
500249679,2017-06-26 19:22:51.330,FEMALE,ISTANBUL,34,0,71.85,1,0,2017-06-26 19:22:51.330,0,0,1,1,0,0,2129,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
500249833,2017-02-11 12:00:46.900,FEMALE,ISTANBUL,24,1,117.0,1,0,2017-02-11 12:00:46.900,0,0,1,0,0,1,2264,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
500250152,2016-04-18 00:00:00.000,FEMALE,IZMIR,36,1,37.5,1,0,2017-06-27 13:10:55.070,435,1,0,0,0,1,2128,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
500250559,2016-07-10 00:00:00.000,FEMALE,ADANA,49,0,178.35,2,0,2017-02-10 14:57:52.780,215,0,2,1,1,0,2265,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
500250603,2016-05-16 00:00:00.000,MALE,ANKARA,49,1,188.7,2,0,2017-02-04 19:45:57.300,264,0,2,1,1,0,2271,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
500250702,2014-05-13 00:00:00.000,MALE,BURSA,24,0,74.85,1,0,2017-06-26 20:25:15.970,1140,0,1,1,0,0,2129,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
500251428,2014-12-17 00:00:00.000,FEMALE,KAYSERI,39,0,133.5,1,0,2017-03-10 20:03:00.710,814,1,0,0,1,0,2237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
500251483,2015-08-24 00:00:00.000,MALE,IZMIR,46,0,517.2,6,0,2017-06-10 16:58:24.830,656,0,6,4,1,1,2145,0,0,3,1,0,0,0,0,0,0,0,0,0,0,2
500251494,2011-03-11 00:00:00.000,FEMALE,ANTALYA,41,1,113.97,1,0,2017-03-04 19:25:45.990,2185,0,1,0,1,0,2243,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
500251780,2017-04-08 20:19:27.920,MALE,ANTALYA,20,1,109.35,1,0,2017-04-08 20:19:27.920,0,1,0,0,1,0,2208,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
500252077,2017-01-01 00:00:00.000,MALE,BURSA,35,1,178.5,2,0,2017-02-05 20:44:48.340,35,2,0,2,0,0,2270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
500252440,2016-04-28 00:00:00.000,MALE,IZMIR,45,1,60.0,1,0,2017-01-07 15:27:44.370,254,0,1,1,0,0,2299,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
500252627,2010-01-05 00:00:00.000,MALE,ADANA,46,1,391.8,3,0,2017-05-31 21:05:20.510,2703,3,0,0,2,1,2155,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
500252693,2014-10-26 00:00:00.000,MALE,IZMIR,25,0,344.85,4,1,2017-06-25 15:55:49.920,973,0,4,1,3,0,2130,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1
500252957,2014-11-15 00:00:00.000,MALE,ISTANBUL,19,0,65.25,1,0,2017-06-18 19:22:09.560,946,0,1,0,1,0,2137,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
500253419,2016-05-14 00:00:00.000,FEMALE,ISTANBUL,36,1,30.0,1,0,2017-05-21 13:07:26.590,372,1,0,0,0,1,2165,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
500253485,2015-12-27 00:00:00.000,FEMALE,ANTALYA,22,1,40.5,1,0,2017-05-15 19:54:26.560,505,1,0,0,0,1,2171,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
500253991,2016-10-22 00:00:00.000,MALE,ESKISEHIR,47,1,125.97,1,0,2017-02-04 22:29:50.060,105,0,1,0,0,1,2271,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
500254255,2009-07-13 00:00:00.000,MALE,ADANA,44,1,113.7,1,0,2017-01-26 18:34:19.720,2754,0,1,0,0,1,2280,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
500254288,2016-06-26 00:00:00.000,FEMALE,TRABZON,27,0,267.9,8,1,2017-06-28 14:38:36.720,367,0,8,2,6,0,2127,0,1,2,0,0,0,0,0,1,0,2,0,0,1,1
500254563,2017-03-21 16:50:28.500,FEMALE,ADANA,45,1,203.85,4,0,2017-05-28 19:58:39.940,68,0,4,2,2,0,2158,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1
500254574,2014-12-06 00:00:00.000,MALE,ISTANBUL,48,0,38.25,1,0,2017-01-10 22:56:01.350,766,0,1,0,1,0,2296,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
500254662,2017-01-30 00:00:00.000,FEMALE,BURSA,48,1,2141.49,19,0,2017-04-21 12:43:45.820,81,0,19,15,4,0,2195,0,0,13,0,0,0,0,0,1,0,4,0,0,1,0
500254761,2017-06-06 00:27:30.570,MALE,IZMIR,43,1,23.25,1,0,2017-06-06 00:27:30.570,0,0,1,1,0,0,2149,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
500254772,2016-01-01 00:00:00.000,MALE,ADANA,22,0,1122.72,8,0,2017-06-27 15:27:21.230,543,6,2,0,8,0,2128,0,0,5,0,0,0,0,0,0,0,1,0,2,0,0
500255036,2017-06-27 23:28:23.420,MALE,KAYSERI,28,1,127.47,2,0,2017-06-27 23:42:22.700,0,0,2,2,0,0,2127,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
500255080,2015-05-08 00:00:00.000,MALE,TRABZON,50,0,167.7,2,0,2017-06-13 19:31:36.250,767,2,0,2,0,0,2142,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
500255113,2017-02-03 00:00:00.000,MALE,ESKISEHIR,29,1,59.7,1,0,2017-02-03 14:24:56.100,0,0,1,1,0,0,2272,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
500255212,2017-01-14 00:00:00.000,FEMALE,BURSA,39,1,102.0,1,0,2017-01-14 19:23:28.050,0,1,0,0,1,0,2292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
500255828,2017-05-21 19:30:29.000,MALE,ADANA,22,0,182.97,2,1,2017-06-13 15:43:27.700,22,0,2,0,1,1,2142,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
500255850,2011-09-25 00:00:00.000,FEMALE,ESKISEHIR,27,0,314.82000000000005,6,1,2017-05-24 12:53:12.460,2068,6,0,6,0,0,2162,0,0,1,0,0,0,0,0,1,0,2,0,0,0,2
500256158,2015-01-03 00:00:00.000,FEMALE,ESKISEHIR,30,1,36.0,1,0,2017-01-30 14:06:25.140,758,0,1,1,0,0,2276,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
500256290,2016-04-27 00:00:00.000,FEMALE,ISTANBUL,20,0,89.85,1,0,2017-06-22 21:08:23.130,421,1,0,0,1,0,2133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
500256499,2016-05-18 00:00:00.000,FEMALE,BURSA,24,1,148.5,4,0,2017-05-16 16:27:36.080,363,1,3,3,1,0,2170,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
500256565,2017-02-01 00:00:00.000,MALE,IZMIR,19,1,156.0,2,0,2017-02-02 12:25:11.540,1,0,2,2,0,0,2273,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
500257214,2016-11-13 00:00:00.000,FEMALE,TRABZON,46,1,393.0,4,0,2017-06-14 20:03:20.780,213,0,4,0,3,1,2141,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0
500257291,2015-05-28 00:00:00.000,MALE,KAYSERI,22,1,384.0,6,0,2017-05-02 15:48:38.850,705,6,0,3,3,0,2184,0,1,3,0,0,0,0,0,0,0,1,0,0,0,1
500257324,2015-08-31 00:00:00.000,FEMALE,ADANA,50,0,53.85,1,0,2017-01-13 23:00:09.450,501,0,1,0,1,0,2293,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
500257434,2017-03-30 16:42:24.950,FEMALE,BURSA,36,1,91.5,1,0,2017-03-30 16:42:24.950,0,1,0,0,1,0,2217,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
500257676,2015-11-08 00:00:00.000,MALE,ANTALYA,50,0,4149.12,84,1,2017-06-29 12:21:54.570,599,1,83,1,2,81,2126,1,4,9,7,0,0,7,0,6,0,17,0,0,20,13
500257720,2011-06-30 00:00:00.000,MALE,BURSA,48,0,134.10000000000002,3,0,2017-04-28 13:43:51.640,2129,3,0,3,0,0,2188,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
500257797,2012-12-01 00:00:00.000,FEMALE,ISTANBUL,38,0,140.7,3,0,2017-01-16 22:27:29.870,1507,1,2,3,0,0,2290,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
500257808,2012-08-28 00:00:00.000,MALE,ISTANBUL,48,0,930.12,9,0,2017-05-23 19:11:34.190,1729,0,9,4,5,0,2163,1,1,0,0,0,0,0,0,0,1,0,0,0,5,1
500258149,2015-02-06 00:00:00.000,MALE,ISTANBUL,41,0,451.2,4,0,2017-04-28 11:29:20.190,812,0,4,3,1,0,2188,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2
500258457,2010-09-12 00:00:00.000,FEMALE,ESKISEHIR,28,1,86.7,2,0,2017-06-14 17:34:51.340,2467,2,0,0,0,2,2141,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
500258710,2017-04-12 15:26:57.980,MALE,ADANA,21,0,130.95,2,0,2017-05-07 12:48:01.650,24,0,2,0,2,0,2179,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
500258798,2011-08-10 00:00:00.000,FEMALE,TRABZON,29,0,936.6,12,2,2017-06-18 18:45:37.230,2139,8,4,12,0,0,2137,0,3,5,0,0,0,0,0,0,0,0,0,3,0,1
500258853,2017-05-30 18:22:30.090,MALE,BURSA,33,1,42.0,1,0,2017-05-30 18:22:30.090,0,0,1,0,1,0,2156,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
500259007,2015-11-07 00:00:00.000,MALE,TRABZON,45,1,182.67000000000002,4,0,2017-06-04 12:11:21.990,575,0,4,3,1,0,2151,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
500259326,2011-07-08 00:00:00.000,FEMALE,ESKISEHIR,40,0,2472.2999999999997,36,1,2017-06-25 15:44:57.560,2179,21,15,0,16,20,2130,0,0,15,1,0,0,1,0,2,0,5,0,0,7,5
500259645,2012-05-19 00:00:00.000,FEMALE,ADANA,35,1,201.75,3,0,2017-05-10 16:08:28.210,1817,1,2,2,1,0,2176,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
500260129,2016-12-11 00:00:00.000,FEMALE,TRABZON,34,0,902.85,18,0,2017-06-30 20:04:49.130,201,18,0,18,0,0,2125,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
500260206,2016-06-29 00:00:00.000,FEMALE,ANKARA,24,0,702.42,8,0,2017-06-20 12:57:55.240,356,0,8,8,0,0,2135,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0
500260613,2014-07-21 00:00:00.000,FEMALE,KAYSERI,39,0,320.52,2,0,2017-06-30 13:02:25.060,1075,2,0,0,0,2,2125,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
